"","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Furnish","HDB.Town"
"1491","Northwave","Condominium","$899,000","$708 psf (Built-up)",NA,"Executive Condominium","Hao Yuan (Woodlands) Pte Ltd","111 WOODLANDS AVENUE 12 (737703)","D25 - Admiralty / Woodlands","4","2","HIGH","1,270 sqft (Built-up)","LEASEHOLD/99 years","358","Swimming Pool View | Renovated | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Ong Yu Rong","Not Furnished",NA
"1492","euHabitat","Condominium","$720,000","$1,175 psf (Built-up)","2015","Condominium","OPH Marymount Ltd","202 Jalan Eunos (419545)","D14 - Eunos / Geylang / Paya Lebar","1","1","GROUND","613 sqft (Built-up)","LEASEHOLD/99 years","304","Spa Pavilion | Lap Pool | Lounge Pool | Changing Facilities | Entertainment Villa | Sun Deck | Bbq Dining Pavilion | Dining Pod | Gymnasium | Hydrotherapy Pool | Boulevard | Aqua Loungers | Corner Unit | Park/greenery View | Renovated | Cooker Hob/hood | Jacuzzi | Intercom | Water Heater | Air Conditioning | Bombshelter | Outdoor Patio","Ong Yu Rong",NA,NA
"1493","Northwave","Condominium","$660,000","$739 psf (Built-up)",NA,"Executive Condominium","Hao Yuan (Woodlands) Pte Ltd","111 WOODLANDS AVENUE 12 (737703)","D25 - Admiralty / Woodlands","3",NA,NA,"893 sqft (Built-up)","LEASEHOLD/99 years","358","Swimming Pool View | Renovated | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Ong Yu Rong",NA,NA
"1494","Choa Chu Kang Avenue 5","HDB 3 Rooms","$300,000","$416 psf (Built-up)","2013","Model A",NA,"476C Choa Chu Kang Avenue 5 (683476)",NA,"2","2","HIGH","67 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Water Heater | Bombshelter","Ong Yu Rong","Not Furnished","Choa Chu Kang"
"1495","Yishun Emerald","Condominium","$960,000","$624 psf (Built-up)","2002","Condominium","Yishun Land Pte Ltd","20 Canberra Drive (768425)","D27 - Sembawang / Yishun","3","2","MID","1,539 sqft (Built-up)","LEASEHOLD/99 years","436","Air-conditioning | Kitchen | Wardrobe | Flooring For Living/dining | Flooring For Bedroom","Xavier Thong",NA,NA
"1496","Icon","Apartment","$1,130,000","$1,979 psf (Built-up)","2007","Apartment","Lucky Pinnacle Pte Ltd","10 Gopeng Street (078878)","D2 - Chinatown / Tanjong Pagar","1","1",NA,"571 sqft (Built-up)","LEASEHOLD/99 years","646","Playground | Jacuzzi | Multi-storey Car Park | Tennis Courts | Lounge | Swimming Pool | Bbq Pits | Amphitheatre | Gymnasium Room | Fitness Corner | Security 24HR | Clubhouse | Air Conditioning | Cooker Hob/hood","Erlinda Efendi",NA,NA
"1497","Double Bay Residences","Condominium","$968,000","$1,033 psf (Built-up)","2012","Condominium","Secure Venture Development (Simei) Pte Ltd","19C Simei Street 4 (528715)","D18 - Pasir Ris / Tampines","2",NA,NA,"937 sqft (Built-up)","LEASEHOLD/99 years","646","Swimming Pool | Barbecue Area | Wadpool | Club House | Jacuzzi | Renovated | Air Conditioning | Water Heater | Kitchen | Air-conditioning | Wardrobe | Balcony","Derrick Yang",NA,NA
"1498","Cradels","Apartment","$1,430,000","$1,384 psf (Built-up)","2016","Apartment","Melrose Land Pte Ltd","10 Lorong Limau (328754)","D12 - Balestier / Toa Payoh","2","1","PENTHOUSE","1,033 sqft (Built-up)","FREEHOLD","125","Jacuzzi | Children Pool | Indoor Gym | Bbq | Outdoor Gym | Swimming Pool | Outdoor Fitness Area | City View | Renovated | Corner Unit | Air Conditioning | Jacuzzi | Cooker Hob/hood | Intercom | Water Heater | Balcony | Bombshelter | Roof Terrace","Darren Teo W H","Fully Furnished",NA
"1499","Northwave","Condominium","$1,085,000","$854 psf (Built-up)",NA,"Executive Condominium","Hao Yuan (Woodlands) Pte Ltd","105 Woodlands View (737710)","D25 - Admiralty / Woodlands","4","3","HIGH","1,271 sqft (Built-up)","LEASEHOLD/99 years","358","Swimming Pool View | Air Conditioning | Balcony","Prescealla Ong M L","Partially Furnished",NA
"1500","Northwave","Condominium","$876,000","$783 psf (Built-up)",NA,"Executive Condominium","Hao Yuan (Woodlands) Pte Ltd","103 Woodlands View (737709)","D25 - Admiralty / Woodlands","3","3","LOW","1,119 sqft (Built-up)","LEASEHOLD/99 years","358","Renovated | Swimming Pool View | Air Conditioning | Balcony","Prescealla Ong M L","Not Furnished",NA
"1501","Jurong East Street 13","HDB 4 Rooms","$460,000","$441 psf (Built-up)","1982","New Generation",NA,"108 Jurong East Street 13 (600108)",NA,"3","2","MID","97 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Water Heater | Cooker Hob/hood | Walk-in-wardrobe","Ben Wong Www.91881810.com","Partially Furnished","Jurong East"
"1502","Duo Residences","Apartment","$4,050,000","$2,102 psf (Built-up)","2018","Apartment","Ophir-Rochor Residential Pte. Ltd.","1 Fraser Street (189350)","D7 - Beach Road / Bugis / Rochor","4",NA,NA,"1,927 sqft (Built-up)","LEASEHOLD/99 years","660","Gymnasium | Function Room | Kid's Play Area | Teppanyaki Terraces | Patio Gym | Outdoor Living Room | Reflective Pool | Children's Pool | Sun Deck | Sky Pool | Aqua Gym Equipment | 50M Lap Pool With Spa Seats | Jacuzzi | Park/greenery View | Renovated | Air Conditioning","Prescealla Ong M L","Partially Furnished",NA
"1503","Marina One Residences","Apartment","$3,997,150","$2,597 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","3",NA,"HIGH","1,539 sqft (Built-up)","LEASEHOLD/99 years","1042","Park/greenery View | Renovated | Air Conditioning","Prescealla Ong M L",NA,NA
"1504","Marina One Residences","Apartment","$5,682,000","$2,778 psf (Built-up)","2018","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","4+1","3","HIGH","2,045 sqft (Built-up)","LEASEHOLD/99 years","1042","Renovated | Park/greenery View | Air Conditioning","Prescealla Ong M L",NA,NA
"1505","Gem Residences","Condominium","$1,842,000","$1,746 psf (Built-up)","2020","Condominium","GEM Homes Pte Ltd","3 Lorong 5 Toa Payoh (319459)","D12 - Balestier / Toa Payoh","3","2","HIGH","1,055 sqft (Built-up)","LEASEHOLD/99 years","578","Renovated | Park/greenery View | City View | Air Conditioning","Prescealla Ong M L","Partially Furnished",NA
"1506","Kingsford Waterbay","Apartment","$940,000","$1,386 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","84 Upper Serangoon View (533876)","D19 - Hougang / Punggol / Sengkang","2","2",NA,"678 sqft (Built-up)","LEASEHOLD/99 years","1165","Sea View | Park/greenery View | Swimming Pool View | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Steve Ong","Partially Furnished",NA
"1507","Punggol Field","HDB 5 Rooms","$550,000","$456 psf (Built-up)","2014","Improved",NA,"170A Punggol Field (821170)",NA,"3",NA,NA,"112 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Bathtub | Air Conditioning | Cooker Hob/hood | Water Heater | Walk-in-wardrobe | Bombshelter","Khalid Alsree",NA,"Punggol"
"1508","Jurong West Street 52","HDB 5 Rooms","$500,000","$394 psf (Built-up)",NA,"Model A",NA,"529 Jurong West Street 52  640529 (640529)",NA,"3",NA,NA,"118 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Cooker Hob/hood | Water Heater","Ken Yew",NA,"Jurong West"
"1509","Admiralty Drive","HDB Executive","$475,000","$322 psf (Built-up)","2001","Executive Apartment",NA,"469A Admiralty Drive (751469)",NA,"3","2","HIGH","137 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Justina Seet Siew Eng","Fully Furnished","Sembawang"
"1510","Jalan Ishak","Terrace","$3,600,000","$2,171 psf (Land) /$899 psf (Built-up)","2015","Inter Terrace",NA,"Jalan Ishak","D14 - Eunos / Geylang / Paya Lebar","4+1","5","GROUND","1,658 sqft (Land) / 4,005 sqft (Built-up)","FREEHOLD",NA,"Renovated | Water Heater | Air Conditioning | Maidsroom | Terrace | Garage","Ho Wee Choong","Fully Furnished",NA
"1511","28 RC Suites","Apartment","$900,000","$1,549 psf (Built-up)","2016","Apartment","Sysma Properties Pte Ltd","28 Race Course Lane (218746)","D8 - Farrer Park / Serangoon Rd","1",NA,NA,"581 sqft (Built-up)","FREEHOLD","45","Swimming Pool | Gym | Pool Deck | Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Intercom | Jacuzzi | Water Heater | Balcony | Bombshelter","Ryan Lee",NA,NA
"1512","Choa Chu Kang Crescent","HDB 5 Rooms","$410,000","$347 psf (Built-up)","2003","Model A",NA,"692A Choa Chu Kang Crescent (681692)",NA,"3","2",NA,"110 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater","Angie Cheong","Not Furnished","Choa Chu Kang"
"1513","Mandai Garden","Terrace","$3,900,000","$1,262 psf (Land) /$980 psf (Built-up)","2016","Corner Terrace",NA,"MENG SUAN ROAD","D26 - Mandai / Upper Thomson","5",NA,NA,"3,088 sqft (Land) / 3,979 sqft (Built-up)","999 years",NA,"Swimming Pool View | Park/greenery View | Corner Unit | Air Conditioning | Intercom | Private Pool | Cooker Hob/hood | Air Conditioning | Water Heater | Bombshelter | Balcony | Garage | Walk-in-wardrobe | Roof Terrace","Tan Ching Siong",NA,NA
"1514","Park Natura","Condominium","$2,060,000","$1,181 psf (Built-up)",NA,"Condominium","UIC Supplies Pte Ltd","35 Bukit Batok East Avenue 6 (659765)","D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang","4",NA,NA,"1,744 sqft (Built-up)","FREEHOLD","192","Jacuzzi | Tennis Court | Swimming Pool | Club House | Fitness Area | Gymnasium | Wadpool | Securities | Landscaped Garden | Swimming Pool View | Corner Unit | Air Conditioning | Air Conditioning | Air-conditioning | Wardrobe | Flooring For Bedroom | Kitchen | Flooring For Living/dining | Balcony","Damian Chia",NA,NA
"1515","Mountbatten Road","Detached","$7,000,000","$877 psf (Land) /$878 psf (Built-up)","2017","Detached",NA,"Mountbatten Road","D15 - East Coast / Marine Parade","5","6",NA,"7,976 sqft (Land) / 7,976 sqft (Built-up)","FREEHOLD",NA,"Air Conditioning | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Outdoor Patio | Bombshelter | Maidsroom | Garage | Walk-in-wardrobe","Janice Poh","Partially Furnished",NA
"1516","Lorong Marzuki","Semi-Detached","$6,200,000","$1,435 psf (Land) /$620 psf (Built-up)","2014","Semi-detached",NA,"Lorong Marzuki","D14 - Eunos / Geylang / Paya Lebar","6","7","GROUND","4,320 sqft (Land) / 10,000 sqft (Built-up)","FREEHOLD",NA,"Renovated | City View | Swimming Pool View | Corner Unit | Private Pool | Water Heater | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Private Lift | Balcony | Walk-in-wardrobe | Roof Terrace | Outdoor Patio | Maidsroom | Terrace | Private Garden | Bombshelter","Janice Poh","Partially Furnished",NA
"1517","Northwave","Condominium","$929,100","$732 psf (Built-up)",NA,"Executive Condominium","Hao Yuan (Woodlands) Pte Ltd","101 Woodlands View (737708)","D25 - Admiralty / Woodlands","4","3","HIGH","1,270 sqft (Built-up)","LEASEHOLD/99 years","358","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"1518","Boon Lay Drive","HDB 5 Rooms","$440,000","$338 psf (Built-up)","1976","Premium Apartment",NA,"200 Boon Lay Drive (640200)",NA,"3",NA,NA,"121 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | City View | Original Condition | Park/greenery View | Air Conditioning | Water Heater | Balcony","Jasmine Tan Q L",NA,"Jurong West"
"1519","Marina One Residences","Apartment","$2,600,000","$2,301 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2","2","MID","1,130 sqft (Built-up)","LEASEHOLD/99 years","1042","Park/greenery View | City View | Jacuzzi | Intercom | Private Pool | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Juddy Chung","Partially Furnished",NA
"1520","Compassvale Crescent","HDB 5 Rooms","$420,000","$355 psf (Built-up)","2001","Improved",NA,"290B Compassvale Crescent (542290)",NA,"3",NA,NA,"110 sqm (Built-up)","LEASEHOLD/99 years",NA,"Park/greenery View | Renovated | City View | Air Conditioning | Cooker Hob/hood | Water Heater | Bombshelter","Juddy Chung",NA,"Sengkang"
"1521","Marina One Residences","Apartment","$2,600,000","$2,301 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2","2","MID","1,130 sqft (Built-up)","LEASEHOLD/99 years","1042","Park/greenery View | City View | Jacuzzi | Intercom | Private Pool | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Juddy Chung","Partially Furnished",NA
"1522","Cashew Road","HDB Executive","$728,000","$463 psf (Built-up)","1988","Maisonette",NA,"135 Cashew Road (670135)",NA,"4","2","HIGH","146 sqm (Built-up)","LEASEHOLD/99 years",NA,"Park/greenery View | Air Conditioning | Water Heater","Lizzy Zhou","Fully Furnished","Bukit Panjang"
"1523","Sky Habitat","Condominium","$2,109,800","$1,508 psf (Built-up)","2015","Condominium","Bishan Residential  Development Pte Ltd","7 Bishan Street 15 (573908)","D20 - Ang Mo Kio / Bishan / Thomson","3","2",NA,"1,399 sqft (Built-up)","LEASEHOLD/99 years","509","Children's Pool | Reflection Gardens | Guard House | Tennis Viewing Garden | Pool Island | Water Wall | 50M Lap Pool | Tennis Court | Entry Court | Lily Ponds | Bbq / Party Dawn | Bbq / Social Areas | Leisure Pool | Park/greenery View | City View | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Outdoor Patio | Balcony | Terrace","Stephen Benedict Ong Seow Boon","Partially Furnished",NA
"1524","Soleil @ Sinaran","Condominium","$1,280,000","$2,203 psf (Built-up)","2011",NA,"Riverside Investments Pte Ltd","2 Sinaran Drive (307467)","D11 - Newton / Novena","1","1",NA,"581 sqft (Built-up)","LEASEHOLD/99 years","417","Swimming Pool | Fitness Area | Wadpool | Landscaped Garden | Gymnasium | Tennis Court | Securities | City View | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Air-conditioning | Flooring For Living/dining | Flooring For Bedroom | Kitchen | Wardrobe | Balcony | Terrace","Stephen Benedict Ong Seow Boon","Fully Furnished",NA
"1525","The Crest","Condominium","$1,300,000","$2,047 psf (Built-up)","2018","Condominium","Wingcrown Investment Pte Ltd","103 Prince Charles Crescent (159018)","D3 - Alexandra / Commonwealth","1","1","HIGH","635 sqft (Built-up)","LEASEHOLD/99 years","469","Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"1526","Ardmore 3","Condominium","$5,121,000","$2,866 psf (Built-up)","2014","N.a","Botanica Pte Ltd","3 ARDMORE PARK (259950)","D10 - Tanglin / Holland / Bukit Timah","3","3","HIGH","1,787 sqft (Built-up)","FREEHOLD","84","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"1527","Signature At Yishun","Condominium","$699,000","$738 psf (Built-up)","2018","Executive Condominium","Gee-I Investments Pte. Ltd.","29 Yishun Street 51 (767989)","D27 - Sembawang / Yishun","3","3","HIGH","947 sqft (Built-up)","LEASEHOLD/99 years","525","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"1528","Vue 8 Residence","Condominium","$812,000","$1,160 psf (Built-up)","2017","Condominium","Publique Realty (Pasir Ris) Pte Ltd","89 PASIR RIS HEIGHTS (519286)","D18 - Pasir Ris / Tampines","2","1","HIGH","700 sqft (Built-up)","LEASEHOLD/99 years","463","Dining Pavilion | Cabana Garden | Aqua Gym | Main Drop Off | Clubhouse With Function Room | Chess Lawn | Playground | Basement Entry | Woodball | Jacuzzi | Side Gate | Sky Terrace With Gym At Level 13 | Pool Lounge | 3G Fitness Corner | Tennis Court | Foot Reflexology | Bbq Corner | Yoga Deck | Gym | Fun Pool And Wade Pool | Clubhouse Drop Off | 50M Lap Pool | Fitness Corner | Steam Room And Changing Rooms | Entrance Pavilion | Sun Lounge | Swimming Pool View | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"1529","The Visionaire","Condominium","$805,000","$787 psf (Built-up)",NA,"Executive Condominium","Qingjian Realty (Sembawang) Pte Ltd","170 Canberra Drive (768002)","D27 - Sembawang / Yishun","3","3","HIGH","1,023 sqft (Built-up)","LEASEHOLD/99 years","632","Air Conditioning | Corner Unit | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
"1530","3 @ Sandilands","Apartment","$1,630,000","$886 psf (Built-up)","2010","Apartment","I Development Pte Ltd","3 Sandilands Road (546066)","D19 - Hougang / Punggol / Sengkang","3",NA,NA,"1,840 sqft (Built-up)","999 years","20","Renovated | Air Conditioning","Louis Neo M E",NA,NA
"1531","Jurong West Central 1","HDB 5 Rooms","$548,000","$414 psf (Built-up)","1998","Model A",NA,"694 Jurong West Central 1 (640694)",NA,"4","2",NA,"123 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Cooker Hob/hood | Water Heater | Balcony","Kk Koh","Fully Furnished","Jurong West"
"1532","Waterfront Waves","Condominium","$1,580,000","$1,224 psf (Built-up)","2011","Condominium","FCL Peak Pte Ltd","760 Bedok Reservoir Road (479245)","D16 - Bedok / Upper East Coast","3","3","HIGH","1,291 sqft (Built-up)","LEASEHOLD/99 years","405","Barbecue Area | Swimming Pool | Club House | Tennis Court | Gymnasium | Park/greenery View | Flooring For Bedroom | Air-conditioning | Wardrobe | Kitchen | Flooring For Living/dining | Balcony","Adrian Lim","Not Furnished",NA
"1533","Charlton Residences","Terrace","$3,000,000","$561 psf (Built-up)","2015","Cluster House","Charlton Residences Pte Ltd","Charlton Road","D19 - Hougang / Punggol / Sengkang","6","6",NA,"5,347 sqft (Built-up)","FREEHOLD","21","Bbq Pit | Games Room | Steam Room | Gymnasium | Swimming Pool | Renovated | Air Conditioning | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Private Pool | Balcony | Maidsroom | Terrace | Bombshelter | Outdoor Patio | Walk-in-wardrobe | Private Garden","Jonathan Koh C L","Partially Furnished",NA
"1534","Pasir Ris Drive 4","HDB 5 Rooms","$475,000","$350 psf (Built-up)","1993","Improved",NA,"231 Pasir Ris Drive 4 (510231)",NA,"3","2","LOW","126 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Air Conditioning | Water Heater","Melvin Lim","Fully Furnished","Pasir Ris"
"1535","West Coast Road","HDB 4 Rooms","$415,000","$415 psf (Built-up)","1980","Model A",NA,"701 West Coast Road (120701)",NA,"3",NA,NA,"93 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater","Alex Cher",NA,"Clementi"
"1536","The Vermont On Cairnhill","Apartment","$1,700,000","$3,226 psf (Built-up)","2013","Apartment","Bukit Sembawang View Pte Ltd","12 Cairnhill Rise (229745)","D9 - Orchard / River Valley","1",NA,NA,"527 sqft (Built-up)","FREEHOLD","158","Clubhouse | Waterwall | Pool Deck | Children's Pool | Bbq Area | Spa Pool | Timber Deck | Tennis Court | Fitness Corner | Bubble Pool | Garden Terrace | Children's Playground | Main Pool | Water Feature | Foot Reflexology Walk | Park/greenery View | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Bombshelter","Joanne Gan",NA,NA
