"X","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Furnish","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Min.Distance","HDB.Town","lat","long","accuracy"
542,"City Suites","Apartment","$768,000","$1,699 psf (Built-up)",2017,"Apartment","Corporate Residence Pte Ltd","235 Balestier Road (329699)","D12 - Balestier / Toa Payoh","1",NA,NA,NA,"452 sqft (Built-up)","FREEHOLD",56,"Park/greenery View | City View | Swimming Pool View | Original Condition | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Outdoor Patio | Walk-in-wardrobe","Murphy Lee (PHD, SRX) Www.8838-1388.com",1000,NA,1.321375,103.8522459,"street_address"
543,"Kallang Riverside","Apartment","$1,580,000","$3,056 psf (Built-up)",2018,"Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","1",1,"Partially Furnished",NA,"517 sqft (Built-up)","FREEHOLD",212,"Corner Unit | Park/greenery View | Swimming Pool View | Sea View | Renovated | City View | Original Condition | Air Conditioning | Water Heater | Intercom | Cooker Hob/hood | Jacuzzi | Balcony | Walk-in-wardrobe | Private Garden | Outdoor Patio","Murphy Lee (PHD, SRX) Www.8838-1388.com",470,NA,1.3072037,103.8668725,"street_address"
544,"The Asana","Apartment","$1,900,000","$2,523 psf (Built-up)",2017,"Apartment","Aurum Land (Private) Limited","17 Queens Road (266744)","D10 - Tanglin / Holland / Bukit Timah","3",NA,NA,NA,"753 sqft (Built-up)","FREEHOLD",48,"City View | Swimming Pool View | Corner Unit | Park/greenery View | Original Condition | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Walk-in-wardrobe | Outdoor Patio | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com",460,NA,1.3221465,103.8107638,"street_address"
545,"Goodwood Grand","Apartment","$2,498,800","$2,393 psf (Built-up)",2017,"Apartment","Feature (Balmoral) Pte Ltd","16 Balmoral Road (259802)","D10 - Tanglin / Holland / Bukit Timah","3",2,"Partially Furnished",NA,"1,044 sqft (Built-up)","FREEHOLD",73,"Verdant Garden Walk | Tranquil Garden | Al Fresco Dining | Bbq Patio | Children's Play Zone | Guardhouse | Grand Walkway | Waterscape | Sun Deck | Stepping Lawn | Arrival Courtyard | Observatory Veranda | Reflective Pond | Play Lawn | Indoor Gymnasium | Green Trellis | Meditation Corner | Grand Clubhouse | Children's Splash Pool | Lap Pool | Park/greenery View | City View | Swimming Pool View | Original Condition | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Walk-in-wardrobe","Murphy Lee (PHD, SRX) Www.8838-1388.com",540,NA,1.315408,103.833316,"street_address"
546,"Highline Residences","Condominium","$4,000,000","$1,840 psf (Built-up)",2018,"Condominium","Harvestland Development Pte Ltd","1 Kim Tian Road (169280)","D3 - Alexandra / Commonwealth","5",5,"Partially Furnished","PENTHOUSE","2,174 sqft (Built-up)","LEASEHOLD/99 years",500,"Garden Deck | Planters For Community Farming | Spa Pods | Party Lawn | Warm-up Deck | Reflexology Walk | Olympic-length Grandpool | Water Courtyards | Outdoor Fitness Stations | Water Feature | Reading Loft | Terrace Garden | Reflective Water Features | Aqua Spring | Children's Pool | Green Prisms | Children's Playground | Barbeque Pavilion | Guard House | Leisure Pool | Swing Garden | Pool Deck | Dreamcatcher Garden | Pavilion Area | Water Cascade | Sun Deck | Spice Garden | Fitness Pavilion | Fern Alcove | Picnic Lawn | Viewing Deck | Communal Function Rooms | Gym Lounge | Clubhouse With Concierge, Reading Lounge | Maze Garden | Arrival Plaza With Drop-off Areas | Cocoon Day Beds | Gymnasium | Aqua Deck | Art Lounge | Pool Pavilion | Butterfly Garden | Park/greenery View | City View | Swimming Pool View | Original Condition | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Bathtub | Balcony | Walk-in-wardrobe | Terrace | Maidsroom | Outdoor Patio","Murphy Lee (PHD, SRX) Www.8838-1388.com",360,NA,1.2852645,103.8294599,"street_address"
547,"Kallang Riverside","Apartment","$2,750,000","$1,920 psf (Built-up)",2018,"Apartment","The Singapore-Johore Express Pte Ltd","51 Kampong Bugis (338986)","D12 - Balestier / Toa Payoh","3",3,"Partially Furnished","HIGH","1,432 sqft (Built-up)","FREEHOLD",212,"Corner Unit | Park/greenery View | Swimming Pool View | Sea View | Renovated | City View | Original Condition | Air Conditioning | Water Heater | Intercom | Cooker Hob/hood | Jacuzzi | Bathtub | Balcony | Walk-in-wardrobe | Private Garden | Outdoor Patio | Maidsroom","Murphy Lee (PHD, SRX) Www.8838-1388.com",470,NA,1.3072037,103.8668725,"street_address"
548,"The Asana","Apartment","$1,900,000","$2,523 psf (Built-up)",2017,"Apartment","Aurum Land (Private) Limited","17 Queens Road (266744)","D10 - Tanglin / Holland / Bukit Timah","2",NA,NA,NA,"753 sqft (Built-up)","FREEHOLD",48,"City View | Swimming Pool View | Corner Unit | Park/greenery View | Original Condition | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Walk-in-wardrobe | Outdoor Patio | Balcony","Murphy Lee (PHD, SRX) Www.8838-1388.com",460,NA,1.3221465,103.8107638,"street_address"
549,"Goodwood Grand","Apartment","$2,138,800","$2,395 psf (Built-up)",2017,"Apartment","Feature (Balmoral) Pte Ltd","16 Balmoral Road (259802)","D10 - Tanglin / Holland / Bukit Timah","2",2,"Partially Furnished",NA,"893 sqft (Built-up)","FREEHOLD",73,"Indoor Gymnasium | Play Lawn | Green Trellis | Tranquil Garden | Reflective Pond | Meditation Corner | Arrival Courtyard | Waterscape | Al Fresco Dining | Stepping Lawn | Observatory Veranda | Children's Play Zone | Sun Deck | Children's Splash Pool | Guardhouse | Grand Walkway | Bbq Patio | Verdant Garden Walk | Lap Pool | Grand Clubhouse | Park/greenery View | City View | Swimming Pool View | Air Conditioning | Corner Unit | Water Heater | Intercom | Cooker Hob/hood | Air Conditioning | Balcony | Walk-in-wardrobe","Murphy Lee (PHD, SRX) Www.8838-1388.com",540,NA,1.315408,103.833316,"street_address"
550,"Kismis Residences","Terrace","$4,155,240","$2,571 psf (Land) /",NA,"Inter Terrace","Newfort Alliance (Kismis) Pte. Ltd.","Upper Toh Tuck Terrace","D21 - Clementi Park / Upper Bukit Timah","5",5,"Partially Furnished",NA,"1,616 sqft (Land) / ","FREEHOLD",31,"Park/greenery View | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood | Private Lift | Balcony","Kane Seow K H",950,NA,1.3364463,103.7690285,"route"
551,"Sky Habitat","Condominium","$2,266,955","$1,463 psf (Built-up)",2015,"Condominium","Bishan Residential  Development Pte Ltd","7 Bishan Street 15 (573908)","D20 - Ang Mo Kio / Bishan / Thomson","4+1",4,"Partially Furnished","MID","1,550 sqft (Built-up)","LEASEHOLD/99 years",509,"Entry Court | Pool Island | Bbq / Party Dawn | Reflection Gardens | Children's Pool | Tennis Viewing Garden | Lily Ponds | Bbq / Social Areas | Guard House | Leisure Pool | 50M Lap Pool | Tennis Court | Water Wall | Park/greenery View | Balcony","Jay Choong 钟志杰",460,NA,1.352312,103.8516872,"establishment"
552,"Forest Woods","Condominium","$900,000","$1,349 psf (Built-up)",NA,"Condominium","Serangoon Green Pte. Ltd.","19 Lorong Lew Lian (533851)","D19 - Hougang / Punggol / Sengkang","2+1",1,"Partially Furnished","MID","667 sqft (Built-up)","LEASEHOLD/99 years",519,"Park/greenery View | Air Conditioning | Intercom | Water Heater | Balcony","Jay Choong 钟志杰",360,NA,1.3503026,103.8777344,"street_address"
553,"D'Leedon","Condominium","$4,109,880","$1,425 psf (Built-up)",2014,"Condominium","Morganite Pte Ltd","7 Leedon Heights (267953)","D10 - Tanglin / Holland / Bukit Timah","4+2",5,"Partially Furnished","PENTHOUSE","2,885 sqft (Built-up)","LEASEHOLD/99 years",1715,"Mini Race Track | Jacuzzis | Bbq | Spa Pavilions | Basketball Court | Event Courts | Multi-purpose Court | Gymnasium | Restaurant/retail Space | Play Areas | Jogging Tracks | Theme Gardens | Tennis Courts | Clubhouses | Fitness Areas | Lap Pool / Gym Pool | Corner Unit | City View | Park/greenery View | Sea View | Air Conditioning | Hairdryer | Intercom | Water Heater | Bathtub | Private Pool | Balcony | Private Garden | Walk-in-wardrobe | Roof Terrace","Jay Choong 钟志杰",560,NA,1.3144266,103.8030263,"street_address"
554,"Jurong West Street 64","HDB Executive","$570,000","$407 psf (Built-up)",2000,NA,NA,"669D Jurong West Street 64 (644669)",NA,"4",NA,NA,NA,"130 sqm (Built-up)","LEASEHOLD/99 years",NA,"City View | Cooker Hob/hood | Water Heater | Balcony","Toh Hong Chuah",630,"Jurong West",1.343348,103.703104,"street_address"
555,"The Inflora","Condominium","$1,299,999","$822 psf (Built-up)",2016,"Condominium","Tripartite Developers Pte. Limited","51 Flora Drive (506862)","D17 - Changi Airport / Changi Village","3",3,NA,"PENTHOUSE","1,582 sqft (Built-up)","LEASEHOLD/99 years",396,"Social Pool With Hanging Lounges | Patio | Aqua Seats | Water Bungalow | Stretching Lawn | Pool Side Dining Deck | Tennis Court | Toilet With Changing Room | Topiary Lawn | Playground | Spa Pool | Water Feature | Pavilions | 50M Lap Pool | Party Deck With Bbq | Clubhouse | Jogging Track | Lawn With Hammocks | Sunken Deck | Bubbling Pool | Fitness Stations | Pool Deck | Spa Pods | Kids Pool | Aqua Gym | Renovated | Park/greenery View | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Maidsroom | Roof Terrace","Mohamad Zamry Bin Abdul Rahim",1320,NA,1.356308,103.9664175,"street_address"
556,"Jurong West Street 42","HDB 4 Rooms","$420,000","$379 psf (Built-up)",1985,"Model A",NA,"412 Jurong West Street 42 (640412)",NA,"3+1",2,NA,"MID","103 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | City View | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater","Lim Ah Gek Veronica",1170,"Jurong West",1.3533252,103.7260658,"premise"
557,"Lorong 20 Geylang","Apartment","$750,000","$595 psf (Built-up)",1974,"Walk-up Apt",NA,"Lorong 20 Geylang","D14 - Eunos / Geylang / Paya Lebar","2+1",NA,NA,NA,"1,260 sqft (Built-up)","FREEHOLD",NA,"Original Condition | Air Conditioning | Cooker Hob/hood | Water Heater | Private Garden","Tony Tay Soo Tong",550,NA,1.311358,103.8813418,"route"
558,"Leedon Residence","Condominium","$6,080,000","$1,614 psf (Built-up)",2015,"Condominium","Leedon Residence Development Pte Ltd","8 Leedon Heights (266216)","D10 - Tanglin / Holland / Bukit Timah","5+1",5,"Fully Furnished","PENTHOUSE","3,767 sqft (Built-up)","FREEHOLD",381,"The Gym | Pavillions | Pool Cabanas | Tennis Courts | Tree Avenue | Water Features | The Club | Tree Grove | Kids’ Pool | Reflective Pool | Jacuzzi | The Grill | Lap Pool | Recreational Garden | Fitness Corner | The Forest Walk | Discovery Playground | The Dining Lounge | Arrival Court | Swimming Pool View | Renovated | Corner Unit | Park/greenery View | City View | Jacuzzi | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Hairdryer | Private Lift | Balcony | Maidsroom | Walk-in-wardrobe | Private Garden","Kaeden Ong (EXPERT, SRX) Developer Sales",590,NA,1.3144121,103.8026367,"street_address"
559,"Leedon Residence","Condominium","$12,342,213","$1,761 psf (Built-up)",2015,"Penthouse","Leedon Residence Development Pte Ltd","2 Leedon Heights (266228)","D10 - Tanglin / Holland / Bukit Timah","5",4,"Fully Furnished","PENTHOUSE","7,007 sqft (Built-up)","FREEHOLD",381,"Water Features | Fitness Corner | The Gym | Lap Pool | Reflective Pool | Pavillions | Recreational Garden | Tree Grove | Jacuzzi | Tennis Courts | The Grill | The Forest Walk | Kids’ Pool | The Club | Arrival Court | Pool Cabanas | Discovery Playground | The Dining Lounge | Tree Avenue | Corner Unit | City View | Renovated | Park/greenery View | Air Conditioning | Hairdryer | Intercom | Jacuzzi | Cooker Hob/hood | Balcony | Walk-in-wardrobe | Maidsroom | Private Garden","Kaeden Ong (EXPERT, SRX) Developer Sales",510,NA,1.3129794,103.8016167,"street_address"
560,"Leedon Residence","Condominium","$10,377,072","$2,206 psf (Built-up)",2015,"Condominium","Leedon Residence Development Pte Ltd","16 Leedon Heights (267937)","D10 - Tanglin / Holland / Bukit Timah","5+1",6,"Fully Furnished","HIGH","4,704 sqft (Built-up)","FREEHOLD",381,"Tennis Courts | Pavillions | Reflective Pool | Tree Avenue | Lap Pool | Discovery Playground | Jacuzzi | Recreational Garden | Water Features | Tree Grove | Fitness Corner | Arrival Court | The Gym | The Dining Lounge | The Forest Walk | Pool Cabanas | Kids’ Pool | The Club | The Grill | Corner Unit | Park/greenery View | Renovated | Air Conditioning | Hairdryer | Intercom | Water Heater | Jacuzzi | Cooker Hob/hood | Balcony | Maidsroom | Walk-in-wardrobe","Kaeden Ong (EXPERT, SRX) Developer Sales",570,NA,1.312749,103.801481,"street_address"
561,"Leedon Residence","Condominium","$10,377,072","$2,206 psf (Built-up)",2015,"Condominium","Leedon Residence Development Pte Ltd","16 Leedon Heights (267937)","D10 - Tanglin / Holland / Bukit Timah","5+1",6,"Fully Furnished","HIGH","4,704 sqft (Built-up)","FREEHOLD",381,"Lap Pool | Tree Grove | Fitness Corner | Tree Avenue | The Club | The Dining Lounge | Pool Cabanas | Arrival Court | Kids’ Pool | Discovery Playground | Tennis Courts | Jacuzzi | The Grill | Water Features | Pavillions | Recreational Garden | The Forest Walk | Reflective Pool | The Gym | Corner Unit | Park/greenery View | Renovated | Air Conditioning | Hairdryer | Intercom | Water Heater | Jacuzzi | Cooker Hob/hood | Balcony | Maidsroom | Walk-in-wardrobe","Kaeden Ong (EXPERT, SRX) Developer Sales",570,NA,1.312749,103.801481,"street_address"
562,"Leedon Residence","Condominium","$6,799,788","$1,795 psf (Built-up)",2015,"Condominium","Leedon Residence Development Pte Ltd","16 Leedon Heights (267937)","D10 - Tanglin / Holland / Bukit Timah","3+1",4,"Fully Furnished","GROUND","3,789 sqft (Built-up)","FREEHOLD",381,"Arrival Court | Pool Cabanas | Tennis Courts | Tree Grove | Water Features | Jacuzzi | Recreational Garden | The Grill | Discovery Playground | Reflective Pool | The Forest Walk | Pavillions | Tree Avenue | Lap Pool | The Club | The Dining Lounge | The Gym | Fitness Corner | Kids’ Pool | Corner Unit | Park/greenery View | Renovated | Air Conditioning | Intercom | Water Heater | Jacuzzi | Cooker Hob/hood | Bathtub | Balcony | Maidsroom | Walk-in-wardrobe | Private Garden","Kaeden Ong (EXPERT, SRX) Developer Sales",570,NA,1.312749,103.801481,"street_address"
563,"The Riverina","Terrace","$2,300,000","$1,063 psf (Land) /$754 psf (Built-up)",2000,"Corner Terrace","HO BEE(PASIR RIS)PTE LTD(HO BEE GROUP)","Riverina Walk","D18 - Pasir Ris / Tampines","5",NA,"Fully Furnished",NA,"2,163 sqft (Land) / 3,050 sqft (Built-up)","LEASEHOLD/99 years",215,"Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Maidsroom","Josephine Chua",850,NA,1.3786311,103.9439391,"route"
564,"Tivoli Grande","Apartment","$1,700,000","$1,113 psf (Built-up)",2012,"Apartment","KS Development Pte Ltd","126 Koon Seng Road (427059)","D15 - East Coast / Marine Parade","3",NA,NA,NA,"1,528 sqft (Built-up)","FREEHOLD",82,"Wadpool | Barbecue Area | Swimming Pool | Swimming Pool View | Renovated | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Kitchen | Flooring For Bedroom | Air-conditioning | Wardrobe | Flooring For Living/dining | Bombshelter | Balcony","Jeremy See",900,NA,1.3128019,103.9062153,"street_address"
565,"Martin Modern","Condominium","$4,364,019","$2,427 psf (Built-up)",NA,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","4",3,"Fully Furnished","HIGH","1,798 sqft (Built-up)","LEASEHOLD/99 years",450,"Corner Unit | Renovated | City View | Air Conditioning | Cooker Hob/hood | Jacuzzi | Intercom | Water Heater | Walk-in-wardrobe | Maidsroom | Balcony","Kaeden Ong (EXPERT, SRX) Developer Sales",590,NA,1.2932638,103.8378606,"street_address"
566,"Martin Modern","Condominium","$1,803,335","$2,360 psf (Built-up)",2020,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","2",2,"Fully Furnished","HIGH","764 sqft (Built-up)","LEASEHOLD/99 years",450,"Corner Unit | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Intercom | Hairdryer | Balcony | Maidsroom | Walk-in-wardrobe","Kaeden Ong (EXPERT, SRX) Developer Sales",590,NA,1.2932638,103.8378606,"street_address"
567,"Martin Modern","Condominium","View to offer",NA,NA,"Condominium","Martin Modern Pte Ltd","10 Martin Place (237963)","D9 - Orchard / River Valley","4",3,"Fully Furnished","HIGH","1,399 sqft (Built-up)","LEASEHOLD/99 years",450,"Corner Unit | Renovated | City View | Air Conditioning | Cooker Hob/hood | Jacuzzi | Intercom | Water Heater | Walk-in-wardrobe | Maidsroom | Balcony","Kaeden Ong (EXPERT, SRX) Developer Sales",550,NA,1.2930164,103.8382213,"street_address"
568,"Bliss@Kovan","Condominium","$1,800,000","$1,371 psf (Built-up)",2015,"Condominium","BBR Kovan Pte Ltd","6 Simon Lane (546055)","D19 - Hougang / Punggol / Sengkang","3",2,"Partially Furnished","GROUND","1,313 sqft (Built-up)","FREEHOLD",140,"Secondary Pedestrian Access | Water Feature | Rain Garden | Cascading Water Entrance Court | Biological Pond | Drop-off | Spa Pool And Pavilion | Gym | Children's Play Pool | Lap Pool | Outdoor Shower | Guardhouse | Hydro Massage | Changing Rooms With Shower Facilities | Pool Deck | Vertical Green Wall And Garden Walk | Entrance Foyer | Children's Playground | Signature Tree | Dining Pavilion | Clubhouse | Park/greenery View | Corner Unit | Cooker Hob/hood | Air Conditioning | Water Heater | Outdoor Patio","Larry Sng",430,NA,1.3629273,103.883759,"street_address"
569,"Mei Ling Street","HDB 3 Rooms","$349,000","$450 psf (Built-up)",NA,"Model A",NA,"160 Mei Ling Street (140160)",NA,"2",2,"Not Furnished",NA,"72 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Air Conditioning | Air Conditioning","Siew Weng Kheong Vincent",350,"Queenstown",1.2921971,103.8042835,"premise"
570,"Tai Keng Villas","Terrace","$2,300,000","$989 psf (Land) /$593 psf (Built-up)",1999,"Corner Terrace","YHS TAI KENG PLACE PTE LTD(FAR EAST ORG)","Jalan Kelichap","D19 - Hougang / Punggol / Sengkang","5",NA,NA,NA,"2,325 sqft (Land) / 3,880 sqft (Built-up)","LEASEHOLD/99 years",73,"Corner Unit | Park/greenery View | Renovated | Water Heater | Cooker Hob/hood | Air Conditioning | Bathtub | Balcony | Roof Terrace | Outdoor Patio | Terrace","Grace Ong",560,NA,1.3469328,103.8814871,"route"
571,"Bedok North Avenue 1","HDB 3 Rooms","$328,888","$456 psf (Built-up)",1979,"New Generation",NA,"520 Bedok North Avenue 1 (460520)",NA,"2",2,"Not Furnished",NA,"67 sqm (Built-up)","LEASEHOLD/99 years",NA,"Renovated | Cooker Hob/hood | Air Conditioning | Water Heater","Eileen Lim",760,"Bedok",1.3305249,103.9280848,"premise"
572,"Yio Chu Kang Road","Terrace","$3,500,000","$1,140 psf (Land) /$936 psf (Built-up)",NA,"Corner Terrace",NA,"Yio Chu Kang Road","D19 - Hougang / Punggol / Sengkang","5",4,"Not Furnished",NA,"3,068 sqft (Land) / 3,740 sqft (Built-up)","FREEHOLD",NA,"Air Conditioning | Bathtub | Cooker Hob/hood | Water Heater | Maidsroom","Kong Yoke Teck Justin",1120,NA,1.391422,103.8562167,"route"
573,"Guan Soon Villas","Terrace","$2,850,000","$1,580 psf (Land) /$1,068 psf (Built-up)",1991,"Inter Terrace",NA,"Guan Soon Avenue","D16 - Bedok / Upper East Coast","4+2",4,"Partially Furnished",NA,"1,803 sqft (Land) / 2,669 sqft (Built-up)","FREEHOLD",NA,"Air Conditioning | Cooker Hob/hood | Bathtub | Balcony | Maidsroom","Manny Chiong",520,NA,1.3378948,103.953612,"route"
574,"Pasir Ris Beach Park","Terrace","$3,000,000","$1,184 psf (Land) /$1,071 psf (Built-up)",1976,"Inter Terrace",NA,"Pasir Ris View","D18 - Pasir Ris / Tampines","4",3,"Partially Furnished",NA,"2,533 sqft (Land) / 2,800 sqft (Built-up)","999 years",120,"Renovated | Water Heater | Air Conditioning | Terrace | Balcony","Ros Salleh",900,NA,1.3796268,103.9444188,"route"
575,"Toh Guan Road","HDB 4 Rooms","$465,000","$428 psf (Built-up)",1999,"Model A",NA,"274 Toh Guan Road (600274)",NA,"3",NA,NA,NA,"101 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Water Heater | Cooker Hob/hood | Bombshelter","Jasmine Goh",840,"Jurong East",1.3419978,103.7467927,"premise"
576,"Bukit Merah Central","HDB 5 Rooms","$650,000","$516 psf (Built-up)",1977,"Model A",NA,"116 Bukit Merah Central (150116)",NA,"3",NA,NA,NA,"117 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Balcony","Monica Chua",670,"Bukit Merah",1.283769,103.8146674,"street_address"
577,"Mimosa Vale","Semi-Detached","$4,300,000","$1,018 psf (Land) /$951 psf (Built-up)",1991,NA,"KENGFU","Mimosa Vale","D28 - Seletar / Yio Chu Kang","6",4,NA,NA,"4,223 sqft (Land) / 4,521 sqft (Built-up)","999 years",26,"Renovated | Cooker Hob/hood | Air Conditioning | Water Heater | Outdoor Patio | Balcony | Maidsroom | Walk-in-wardrobe | Private Garden","Vera Loh",1720,NA,1.3827408,103.8601386,"route"
578,"Tai Hwan Garden","Terrace","$2,900,000","$1,011 psf (Land) /$1,203 psf (Built-up)",1996,"Corner Terrace",NA,"Tai Hwan Avenue","D19 - Hougang / Punggol / Sengkang","3+1",3,"Not Furnished","GROUND","2,866 sqft (Land) / 2,411 sqft (Built-up)","FREEHOLD",302,"Park/greenery View | Original Condition | Corner Unit | Balcony | Maidsroom | Terrace | Outdoor Patio","Bertha Chew J I",620,NA,1.3568043,103.8614742,"route"
579,"Martin Modern","Condominium","$1,985,000","$2,598 psf (Built-up)",2023,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","2",NA,NA,NA,"764 sqft (Built-up)","LEASEHOLD/99 years",450,"Air Conditioning | Cooker Hob/hood","Philin Yoon (SRX-EXPERT)",590,NA,1.2932638,103.8378606,"street_address"
580,"Sandilands Road","Terrace","$3,450,000","$1,229 psf (Land) /$907 psf (Built-up)",NA,"Corner Terrace",NA,"Sandilands Road","D19 - Hougang / Punggol / Sengkang","6",4,NA,NA,"2,806 sqft (Land) / 3,805 sqft (Built-up)","999 years",NA,"Air Conditioning | Bathtub | Cooker Hob/hood | Air Conditioning | Water Heater | Maidsroom","Kong Yoke Teck Justin",760,NA,1.3625902,103.8783286,"route"
